userid,uniqueID,gender,age,consumption,shopping,occupation
3379,R7452527,0,23,3,2,1
3380,I718956,0,22,3,3,2
3381,T6483596,1,18,1,2,1
3382,O9060711,1,25,3,1,1
3383,I649621,1,16,3,1,2
3384,>8874930,0,23,2,1,2
3385,R668039,1,23,3,3,2
3386,S7416841,1,17,3,1,2
3387,U6739334,1,21,3,1,1
3388,J629274,1,18,2,1,1
3389,X6496798,0,19,2,1,1
3390,E9433616,0,21,3,3,1
3391,Z7157502,1,25,1,2,2
3392,T6412375,0,15,2,1,1
3393,T7851588,1,21,2,3,1
3394,V8866387,0,19,2,3,2
3395,_6767728,0,20,2,2,2
3396,T9167123,0,21,2,1,2
3397,Z788060,0,16,1,3,2
3398,^9120345,0,17,1,3,2
3399,H8552393,1,20,2,3,2
3400,O9295486,1,21,2,2,2
3401,U8324922,1,16,1,3,2
3402,_8867221,1,16,1,3,1
3403,=7229629,0,16,2,3,1
3404,T6664268,1,24,2,2,1
3405,Z8045252,1,17,1,1,2
3406,G6438155,1,25,2,3,2
3407,X8696920,1,18,3,3,2
3408,D8090144,0,22,3,3,2
3409,N9523112,1,25,3,2,2
3410,B8934557,1,22,3,2,1
3411,F7297957,0,22,2,1,1
3412,O7984489,1,20,1,3,1
3413,F8478858,0,15,1,2,2
3414,?6910237,0,25,3,3,2
3415,[7997885,1,25,1,2,1
3416,A9026307,1,17,3,2,1
3417,D821845,1,21,3,2,2
3418,I8090624,0,15,3,1,1
3419,^6339382,0,23,3,2,1
3420,J6762147,1,18,2,2,1
3421,T8255767,1,16,1,2,2
3422,Y8524105,0,23,2,1,1
3423,J7667749,0,20,1,2,1
3424,O8999483,1,23,3,3,2
3425,P6870364,1,16,1,1,1
3426,R7391856,0,21,1,1,1
3427,X7669331,1,20,3,1,2
3428,^8985948,1,21,1,2,2
3429,H844940,0,18,3,3,1
3430,D9152927,1,16,1,2,2
3431,Q9352130,0,21,1,2,1
3432,Z6555753,0,24,2,1,1
3433,N6966540,0,23,3,1,1
3434,Q9347962,0,22,2,2,1
3435,M8622406,0,22,3,2,2
3436,R8369761,1,23,3,2,1
3437,<6140688,0,18,2,1,1
3438,O6755688,1,25,1,1,2
3439,\6365348,1,15,3,2,2
3440,Z8581335,1,18,1,2,2
3441,=6451095,0,19,3,3,1
3442,M7563462,0,16,1,3,2
3443,>9129948,0,15,3,2,2
3444,Q7524788,1,15,2,1,2
3445,U7915090,1,25,1,3,1
3446,I7998325,1,15,2,1,1
3447,E7441455,1,16,2,1,1
3448,F6847906,0,22,1,2,2
3449,^6786284,1,21,1,3,2
3450,U8455716,0,22,1,1,2
3451,C8727339,1,24,2,1,2
3452,A8494480,0,18,1,3,2
3453,>7294440,0,22,3,1,1
3454,_9163084,1,23,2,2,1
3455,=7532906,1,18,2,1,1
3456,R9483751,0,18,1,2,2
3457,?9486926,0,21,1,3,2
3458,R6127976,1,25,1,2,1
3459,T7834024,0,17,2,1,2
3460,D8838058,1,20,1,3,1
3461,C9563100,0,22,2,1,1
3462,B9136786,1,22,2,3,2
3463,E6914965,0,23,2,3,1
3464,O7071193,0,22,2,1,2
3465,H6557141,0,15,3,2,2
3466,J612639,0,21,1,1,1
3467,H6977301,1,21,3,3,2
3468,]8571275,1,21,3,1,1
3469,M7378202,0,17,2,1,2
3470,Z7996093,0,22,3,1,2
3471,A9277469,1,21,3,3,2
3472,K8891311,1,24,1,2,1
3473,=9552119,0,17,1,1,1
3474,N6643589,0,21,3,2,1
3475,B6254514,1,23,2,2,1
3476,=863029,1,24,2,1,2
3477,A6629216,1,18,2,2,1
3478,D7731021,0,17,3,3,2
3479,^7412370,1,24,3,1,1
3480,>6765774,1,23,2,1,2
3481,K6628438,1,18,3,2,1
3482,W6322244,1,25,1,3,2
3483,M9553041,1,25,1,3,1
3484,X9025017,0,22,3,2,2
3485,J9075984,0,17,1,1,2
3486,H6872442,0,17,3,3,1
3487,I6627742,1,24,1,2,1
3488,J7967330,1,22,2,1,2
3489,I8771111,0,23,3,3,2
3490,C635753,0,17,2,1,1
3491,_7174066,0,22,3,2,1
3492,N7143090,0,25,2,1,1
3493,S7068696,0,23,2,2,2
3494,]8217965,0,18,1,3,2
3495,_6048222,1,23,2,3,1
3496,O9198229,1,18,3,2,2
3497,P6112019,0,21,1,1,1
3498,J6272817,1,18,1,1,1
3499,T8129167,1,24,2,1,2
3500,Y6558341,1,16,3,3,1
3501,N6073737,1,25,3,3,1
3502,A7069689,1,24,3,2,2
3503,I7381814,1,18,3,3,2
3504,A8258887,1,24,1,2,2
3505,\8076759,0,22,2,2,2
3506,Z9385908,0,21,2,2,2
3507,V834672,1,18,1,3,2
3508,Q9035042,1,17,1,3,2
3509,N9458544,0,25,1,2,2
3510,V9228978,1,22,2,3,1
3511,P8262091,1,21,1,3,2
3512,J9554692,0,20,1,2,1
3513,X8526132,1,18,3,2,2
3514,>6373528,0,24,1,3,1
3515,S7814469,1,15,2,3,1
3516,P6015221,0,18,2,2,2
3517,>8010360,1,25,2,1,1
3518,G6911879,0,25,2,3,1
3519,X7097256,1,25,3,2,2
3520,[9415034,1,20,1,2,1
3521,M9277630,1,20,3,3,1
3522,U943025,0,25,3,1,2
3523,C9185347,0,17,3,1,1
3524,?9165823,0,18,1,1,1
3525,B8590454,1,23,3,1,2
3526,A8879611,0,19,2,3,1
3527,Z8984551,1,17,1,3,1
3528,<7321195,0,22,2,3,1
3529,S7024198,1,25,3,3,2
3530,G9547163,0,22,2,1,2
3531,P6845425,0,22,2,2,1
3532,F6869016,1,20,1,3,2
3533,A8350756,0,18,3,2,1
3534,R6199582,0,23,3,1,1
3535,N6271045,1,22,1,1,2
3536,E7467435,1,22,3,2,2
3537,_9085402,1,24,2,3,2
3538,>7075003,1,21,3,3,1
3539,_929598,0,25,3,1,1
3540,K9090431,0,21,1,3,2
3541,C6361930,1,23,3,1,2
3542,]9378497,0,19,3,3,2
3543,?7769506,1,22,2,1,1
3544,Q952564,0,16,3,1,1
3545,O6858103,1,17,1,1,2
3546,=7519748,1,18,3,1,1
3547,@9483396,1,25,1,2,2
3548,E6787131,1,21,2,2,2
3549,V8931973,0,16,2,1,2
3550,>6235296,1,21,1,1,2
3551,O6561065,1,25,3,1,1
3552,P8424678,1,25,3,3,2
3553,Y7852025,0,20,2,2,2
3554,N953971,1,16,3,1,2
3555,J6629433,1,24,3,3,1
3556,[6639782,0,20,2,2,2
3557,T8913920,0,24,1,3,2
3558,=725110,1,22,1,3,1
3559,^8242221,0,23,3,1,2
3560,W6728811,0,15,2,1,1
3561,_7826682,0,24,3,3,2
3562,[6926703,0,25,2,2,1
3563,Z8565205,0,23,2,1,2
3564,H8720036,1,20,3,3,1
3565,]7730493,0,15,1,1,2
3566,V8591133,0,25,3,3,2
3567,R8298630,1,21,1,1,1
3568,G7728316,1,21,2,3,2
3569,Y7566382,1,25,1,1,2
3570,A8940864,0,24,3,3,2
3571,O8289854,0,17,3,1,2
3572,R6928864,0,25,1,3,1
3573,G8966119,1,22,2,2,1
3574,]796749,1,19,1,1,2
3575,S8713603,0,18,3,3,1
3576,Z6099588,1,24,3,1,2
3577,E7558329,0,16,1,1,2
3578,L6375680,1,23,3,3,2
3579,]9357111,0,20,3,3,2
3580,H7065908,0,20,3,1,1
3581,C632713,1,25,2,2,1
3582,S7772756,0,20,1,3,1
3583,X9042081,0,23,1,3,2
3584,D9522988,0,19,3,3,1
3585,N6561205,1,24,1,3,1
3586,^6583689,0,18,1,2,2
3587,L7640785,0,21,3,3,2
3588,\9315824,1,20,3,3,2
3589,P9399792,1,20,3,2,1
3590,L6965089,0,24,2,3,2
3591,B9110378,1,23,3,3,2
3592,Y6916635,1,15,1,3,2
3593,]7179182,0,23,2,3,2
3594,R6016142,0,17,1,3,2
3595,B8162656,1,20,3,2,2
3596,V7061437,0,21,2,2,1
3597,S8447072,0,15,2,2,2
3598,J9025714,0,20,3,2,2
3599,C6920809,0,16,3,1,2
3600,\7488567,0,15,1,3,1
3601,X7879204,0,15,3,2,1
3602,I8556163,0,16,2,3,2
3603,B7877294,1,17,1,1,2
3604,T8560849,1,18,2,2,2
3605,>9237262,0,15,3,2,1
3606,B7481462,0,23,2,2,1
3607,J9371324,1,19,1,3,2
3608,^9453291,1,17,2,1,2
3609,\9115449,1,24,1,2,2
3610,G8064912,1,17,1,2,2
3611,T7733817,1,25,1,2,1
3612,=7246843,0,16,3,1,2
3613,F7639063,0,21,3,1,1
3614,G7536820,1,17,3,1,1
3615,D8621151,0,19,3,2,2
3616,N6685884,0,16,1,1,2
3617,@6549445,0,23,1,2,2
3618,_7718258,0,18,1,1,2
3619,@7859446,1,21,1,1,2
3620,D8435990,0,22,3,3,1
3621,K8568721,0,17,1,2,1
3622,H7331196,1,18,3,2,1
3623,C9559691,0,25,1,2,2
3624,B8213496,1,24,3,1,1
3625,A7680409,0,19,2,2,2
3626,W6339672,1,22,2,1,1
3627,G6735527,0,21,2,3,1
3628,V7957061,1,25,1,3,2
3629,I8687702,0,21,2,3,1
3630,Q6579627,1,15,1,2,1
3631,W6462717,0,15,3,3,2
3632,M6464580,0,23,1,1,1
3633,^9423036,0,18,3,3,2
3634,D7458596,1,23,3,3,2
3635,M8659443,1,20,3,3,2
3636,Q6034672,1,18,2,3,2
3637,F7277103,0,15,2,2,1
3638,=9037192,1,25,3,1,2
3639,S8941089,1,19,1,2,2
3640,B8026952,0,22,3,2,1
3641,A8397145,1,19,3,1,2
3642,^6147633,1,19,1,3,1
3643,A8014103,0,24,2,1,2
3644,^6788144,1,23,3,3,2
3645,]7865179,0,18,1,2,2
3646,@8053856,1,24,3,1,2
3647,U6116079,1,23,1,3,1
3648,<6184440,0,19,1,2,1
3649,U8218971,0,19,3,1,2
3650,M6418670,0,20,1,2,2
3651,W8088110,1,20,1,1,2
3652,W6432343,1,25,1,1,1
3653,R949285,1,20,1,1,2
3654,J8413056,0,21,2,3,2
3655,Z6477959,1,16,3,1,1
3656,_7533492,0,19,1,1,1
3657,<694857,1,24,1,3,1
3658,O8381946,0,17,2,1,1
3659,T6818736,1,24,1,1,2
3660,G6689026,1,25,2,2,1
3661,[8657854,0,23,2,1,2
3662,_6668706,1,15,3,1,2
3663,V6810900,1,24,2,1,2
3664,P7999548,0,21,3,1,2
3665,@9129577,1,22,3,1,1
3666,Y8497805,0,21,3,1,1
3667,B8549652,1,19,2,1,2
3668,Z7747020,0,17,1,2,2
3669,K7044745,0,15,3,3,1
3670,Q7124666,0,23,3,1,1
3671,D7490001,0,16,1,2,1
3672,N764588,1,24,1,2,1
3673,@77307,1,17,1,1,2
3674,D9474297,1,17,1,3,1
3675,\6426895,0,15,2,2,1
3676,S7428603,0,17,3,3,1
3677,X6890253,0,21,2,2,2
3678,Z6421029,0,15,2,2,2
3679,D9085822,0,22,3,1,2
3680,K7155122,1,23,2,3,1
3681,<6735717,0,22,3,3,1
3682,O7291141,0,24,2,2,1
3683,T6074565,0,23,3,3,1
3684,U7150467,1,18,2,2,2
3685,M8412249,1,25,3,3,2
3686,>8221502,0,25,1,3,2
3687,K6530303,1,24,2,2,1
3688,T6552874,1,20,3,3,1
3689,O6764646,1,22,3,3,1
3690,L8754031,1,21,3,1,1
3691,E8922995,1,18,2,3,2
3692,G9288080,0,22,2,3,1
3693,@6771101,1,17,3,1,1
3694,^7416787,0,25,1,3,2
3695,N7629192,0,20,3,1,1
3696,_7147183,1,20,1,2,1
3697,H6581701,0,21,2,2,2
3698,B617871,0,15,3,1,1
3699,I6681824,1,24,3,3,1
3700,^7779573,1,25,3,1,1
3701,S692594,1,18,3,2,2
3702,S8986599,0,17,3,3,1
3703,E9327516,1,17,3,3,1
3704,@7980020,0,17,1,2,2
3705,C8724469,1,17,1,1,1
3706,H6164165,1,25,2,2,1
3707,G6180574,1,19,3,3,1
3708,Y6729531,0,25,2,2,2
3709,\7211347,1,20,1,3,2
3710,=6087361,0,21,2,3,2
3711,A6359956,0,25,3,2,1
3712,A8695493,0,22,2,3,1
3713,]9060251,0,17,3,3,2
3714,B6421789,0,15,1,3,2
3715,U8818910,0,21,3,2,1
3716,>8098356,1,25,1,2,2
3717,H8029587,1,22,2,3,2
3718,R9556277,0,23,2,2,1
3719,V8744530,0,22,2,3,1
3720,X6011898,0,19,2,2,1
3721,J8897151,0,18,1,1,1
3722,D7584035,1,21,1,3,2
3723,N8798332,1,23,1,2,1
3724,D7488326,1,15,3,2,2
3725,@8264642,0,17,1,2,1
3726,Z7149860,1,17,1,1,1
3727,V871077,0,18,2,1,1
3728,Q8879222,0,20,1,2,2
3729,G7756673,0,24,3,1,1
3730,C953892,1,19,2,1,1
3731,C7930425,1,20,3,1,2
3732,?6560175,0,23,1,1,1
3733,E8287870,0,21,3,1,1
3734,=8758084,1,21,1,3,2
3735,^692700,1,17,3,1,1
3736,_8071617,0,22,2,3,1
3737,I7372320,1,24,2,2,2
3738,M668519,1,18,3,3,2
3739,P8139181,1,24,1,1,2
3740,@6142773,0,21,1,3,2
3741,P8740600,1,25,2,1,2
3742,L7060869,0,17,1,3,1
3743,Q6592328,1,16,3,1,2
3744,=6385101,1,15,3,3,2
3745,D873486,0,22,1,2,2
3746,A8185599,1,24,2,2,1
3747,X845845,0,17,1,3,2
3748,J6520266,0,23,1,1,1
3749,G7258187,1,24,1,2,2
3750,S8118919,0,23,1,2,2
3751,_6521971,0,23,3,1,2
3752,M8541450,1,25,3,2,1
3753,B7976500,1,23,1,2,1
3754,Q9033507,0,25,3,3,2
3755,X9522966,1,25,1,2,2
3756,_657423,0,20,3,1,1
3757,>6439204,0,21,2,3,1
3758,K6315495,1,21,1,2,2
3759,<8795815,1,15,1,2,2
3760,D6919192,1,17,1,3,1
3761,I7594049,1,25,2,3,1
3762,S604821,1,25,2,3,1
3763,V7654858,1,15,3,1,2
3764,^7648879,1,22,2,3,2
3765,D699498,1,19,1,2,1
3766,E6091366,1,16,3,2,1
3767,W7727654,1,21,1,3,1
3768,Z9261113,1,18,1,2,1
3769,M9373794,1,19,1,2,1
3770,\9298946,0,22,3,1,2
3771,E6623084,0,25,3,2,1
3772,E602993,1,21,3,1,1
3773,P7758512,0,15,3,2,1
3774,Q8339471,1,21,2,1,1
3775,G7240868,1,24,2,1,1
3776,G8230740,0,20,1,2,2
3777,Q877158,1,19,1,2,2
3778,E6282050,1,21,3,3,2
3779,?6262139,1,19,1,2,2
3780,Y8194849,0,18,1,3,2
3781,Y8848830,0,15,3,2,2
3782,T8350212,1,21,3,1,1
3783,_7772497,1,24,1,2,1
3784,[7115355,1,16,1,3,1
3785,\8150647,0,24,3,1,1
3786,M8737819,1,17,3,2,2
3787,Z7516177,0,22,3,2,1
3788,_9251157,0,23,3,2,1
3789,N6924203,1,22,2,2,1
3790,T6926336,0,23,3,3,1
3791,S8060857,0,16,2,1,2
3792,S7999759,0,20,2,3,1
3793,P6089436,1,22,3,2,2
3794,H8180192,0,18,3,1,1
3795,=7969817,1,23,2,3,2
3796,^8149362,0,23,2,3,2
3797,C8168477,1,22,3,2,2
3798,A666777,0,21,2,2,1
3799,Z8525413,0,19,1,2,2
3800,K8158292,0,16,1,2,1
3801,^7335532,1,19,2,3,2
3802,K9181412,0,24,2,2,2
3803,=9335429,1,22,3,1,1
3804,_8844941,0,21,2,2,2
3805,V7691108,0,15,1,2,1
3806,R7467880,0,20,2,1,2
3807,N6171189,1,22,1,1,2
3808,]8337081,1,20,3,1,2
3809,X9249985,1,15,1,2,2
3810,M6694026,0,19,3,1,2
3811,E9139071,0,24,1,3,1
3812,J6259857,1,24,3,1,1
3813,V8539940,1,22,3,1,2
3814,C6393418,1,21,1,2,1
3815,[6275401,0,16,2,2,2
3816,B7826752,0,17,2,2,1
3817,Z633526,0,25,1,2,2
3818,R6972513,1,21,3,2,1
3819,T9177534,1,24,2,2,1
3820,O8944098,1,18,3,1,2
3821,?6767899,1,20,3,1,2
3822,U8329576,0,23,2,2,2
3823,Y8637723,1,21,3,3,1
3824,<8446752,1,19,1,1,1
3825,_6612442,0,24,3,3,2
3826,U7322711,0,16,2,1,1
3827,R7839821,1,17,3,1,1
3828,R7445123,1,15,2,1,1
3829,R855415,1,22,3,3,1
3830,=6867259,1,17,3,3,2
3831,T672723,0,21,1,2,2
3832,Z8990262,1,24,3,3,1
3833,V8015415,0,24,2,2,2
3834,Z9033894,1,18,3,1,1
3835,M6413164,1,21,2,2,1
3836,W8746388,1,17,3,2,1
3837,K9412863,0,19,1,3,2
3838,K7919260,0,21,2,1,1
3839,?8086358,0,25,3,2,2
3840,^762585,1,25,1,2,2
3841,@6478294,1,22,3,3,2
3842,\6972902,0,17,1,3,2
3843,X8719349,0,19,2,3,1
3844,O6159929,0,18,3,3,2
3845,Q7316615,0,16,2,3,2
3846,T7281883,1,25,2,1,1
3847,T7864472,1,21,1,3,1
3848,H6090249,0,19,3,3,2
3849,T6641872,1,23,2,1,1
3850,A8444129,1,18,3,3,1
3851,N7150411,0,25,2,2,2
3852,J7983923,0,17,1,3,1
3853,C6752717,0,17,3,3,2
3854,=85810,0,17,2,3,2
3855,Y804259,0,23,1,2,2
3856,Q6186259,1,16,2,3,2
3857,K9449791,0,16,3,3,2
3858,P8744732,1,25,1,2,2
3859,^7998915,0,22,2,3,1
3860,F6660652,1,25,1,1,1
3861,<8970848,1,21,2,1,1
3862,<6979556,0,25,2,1,1
3863,]8747996,0,19,3,3,2
3864,H7015988,0,21,1,1,2
3865,K7422181,0,23,1,2,2
3866,Y8270097,0,22,1,3,1
3867,H742935,1,22,3,1,1
3868,I7195139,1,24,3,1,1
3869,S6273822,1,23,2,2,2
3870,=621365,0,24,1,2,2
3871,@9180737,0,23,1,1,1
3872,M7639686,1,25,1,1,2
3873,E7661728,1,20,2,1,1
3874,J6047996,0,20,1,1,1
3875,[7749701,0,18,3,2,1
3876,^6820941,1,23,1,3,2
3877,?9394326,1,16,2,3,1
3878,A6651715,0,25,1,3,2
3879,O6638624,0,19,2,2,2
3880,Z7168852,0,20,2,2,2
3881,P607623,1,23,2,3,2
3882,O935912,1,21,3,3,2
3883,C7810171,1,17,3,1,1
3884,S9021914,0,20,1,2,1
3885,F6535038,1,17,2,2,2
3886,?9562953,0,20,1,2,2
3887,T8441073,0,17,1,2,2
3888,L7578602,0,22,2,2,1
3889,@7474118,1,21,2,3,1
3890,B851200,0,21,3,3,1
3891,M8795949,1,25,1,2,2
3892,^8947772,1,16,1,3,2
3893,U6222630,0,21,2,1,1
3894,K7918881,0,25,2,3,2
3895,T6754531,1,16,3,1,2
3896,B6765116,0,20,1,2,1
3897,U9439911,1,25,2,3,1
3898,_7768145,1,19,2,1,1
3899,^7662259,0,22,2,3,2
3900,^7781923,1,17,1,3,2
3901,D7553074,0,20,2,2,1
3902,B8588349,1,25,2,1,1
3903,R9319305,0,21,3,3,2
3904,L8020852,1,25,2,3,2
3905,B6673931,1,19,3,3,1
3906,Z7361310,1,17,2,1,2
3907,I8698238,1,17,1,1,2
3908,M8448344,1,24,3,3,1
3909,^7528301,0,21,2,2,2
3910,W9379641,1,24,3,1,2
3911,Z9197216,0,18,3,1,2
3912,Y7925467,0,20,3,3,1
3913,Z6714392,0,19,1,3,2
3914,[8898780,1,15,3,2,2
3915,W7877924,0,23,1,2,1
3916,X6967337,0,16,2,2,1
3917,[7610576,0,18,3,3,1
3918,]8930744,1,25,2,1,1
3919,=8723541,1,21,1,2,1
3920,Y8675880,1,19,1,1,1
3921,=6636837,1,24,2,2,2
3922,M8436172,1,18,3,3,1
3923,P6363936,1,17,1,2,1
3924,L9496662,1,17,1,1,1
3925,U7446397,0,20,2,1,2
3926,V8979156,0,17,1,1,2
3927,W7468118,0,25,2,3,1
3928,Z693159,0,19,3,1,1
3929,_6277490,1,16,3,3,2
3930,D8523645,0,15,1,2,1
3931,[8985775,1,17,2,3,1
3932,C8917554,0,21,3,2,2
3933,B7135617,1,17,3,1,1
3934,C8677553,0,15,3,3,1
3935,I9241652,0,25,2,3,2
3936,>8948720,0,24,3,2,2
3937,F7798499,1,24,3,3,1
3938,Q8527331,0,20,2,2,2
3939,?9336803,1,19,3,2,1
3940,P7151267,0,19,2,2,2
3941,X8746569,0,23,1,1,2
3942,Y9446035,1,15,3,3,2
3943,X93939,0,23,3,2,2
3944,C8899880,1,18,1,3,1
3945,X779920,1,16,3,3,1
3946,E8817785,1,17,1,1,2
3947,?9359466,0,25,2,3,2
3948,=6418189,0,25,2,3,1
3949,K684422,1,23,1,3,2
3950,A7579118,0,15,2,3,2
3951,E8438086,0,21,2,1,2
3952,B825394,1,15,3,3,1
3953,<6786283,0,18,1,2,2
3954,N6155513,0,22,3,3,1
3955,=7015076,0,15,1,3,1
3956,\8372447,0,19,1,2,1
3957,Z872706,0,16,1,3,1
3958,P9348934,0,20,1,1,2
3959,M6660214,0,15,3,3,2
3960,N6019964,0,16,1,2,1
3961,K9443244,0,20,2,1,1
3962,H7828122,1,15,2,3,1
3963,^6556065,0,16,1,3,2
3964,X7475373,0,24,3,3,1
3965,O8915392,1,21,2,1,2
3966,A6370466,1,24,2,3,2
3967,H6391553,0,18,3,2,1
3968,B6952105,0,21,1,1,2
3969,?6759712,0,19,2,1,2
3970,^6517418,0,16,1,3,1
3971,C7847884,1,20,1,2,2
3972,S7890899,1,18,1,3,1
3973,J619696,1,24,3,1,1
3974,Z6922326,0,25,2,3,2
3975,B7056379,0,18,1,3,2
3976,P7511111,0,23,3,2,1
3977,S7362798,0,15,1,1,2
3978,Q622036,1,21,2,3,2
3979,A618290,0,25,1,1,1
3980,_8415428,1,20,3,1,2
3981,^8786167,0,20,2,2,1
3982,G6237954,0,16,2,2,2
3983,S8124242,1,19,2,2,1
3984,C8177344,0,19,2,1,1
3985,O7711534,1,23,2,3,2
3986,J7623767,1,20,2,1,1
3987,R7160464,0,25,1,2,2
3988,G6275970,1,17,1,3,2
3989,@7997757,0,16,2,2,1
3990,_8010991,1,21,1,2,1
3991,J8625794,0,16,2,2,2
3992,T7244755,1,25,3,1,1
3993,^7144155,0,24,2,1,2
3994,V6072642,0,22,2,3,1
3995,H7719752,1,20,1,3,1
3996,B7359252,0,16,1,1,2
3997,@7622789,1,19,2,3,2
3998,?8679664,1,15,1,3,1
3999,\7871008,0,24,3,2,1
4000,?646386,1,25,3,3,2
4001,W9278042,1,25,1,1,1
4002,C7469662,0,18,1,1,1
4003,?7257503,0,20,3,2,1
4004,>9554547,0,17,3,2,1
4005,J6693985,1,20,3,3,2
4006,=7583977,0,24,3,2,1
4007,K6427557,1,16,1,1,1
4008,R9383240,1,18,1,2,2
4009,\7674768,1,17,1,3,1
4010,J8151398,0,20,3,2,1
4011,C6914368,1,17,3,1,2
4012,K8523469,1,25,1,2,1
4013,E9510398,1,19,1,1,2
4014,E8110498,0,19,1,2,2
4015,B8341082,1,21,3,1,2
4016,I6518703,1,20,2,3,1
4017,O779901,0,23,3,1,1
4018,B8586203,1,21,3,1,2
4019,_8955271,1,15,1,1,2
4020,P8130435,0,25,2,3,2
4021,I7580574,0,20,1,1,2
4022,=7167889,0,24,1,1,2
4023,R716277,0,19,3,3,2
4024,B7785145,0,16,3,2,1
4025,V7610744,1,22,1,3,2
4026,T8476194,0,20,2,1,2
4027,<9288574,1,24,2,3,1
4028,N7095393,1,20,1,1,1
4029,]9277333,0,16,1,3,2
4030,Z7260316,1,18,2,1,2
4031,W7519263,1,22,3,1,1
4032,P6578964,1,22,3,1,2
4033,B6651331,1,18,1,1,1
4034,W7423715,1,15,3,1,1
4035,B7392190,1,18,2,2,2
4036,^6353969,1,21,3,2,2
4037,[881150,1,25,2,3,1
4038,>9348539,0,19,1,3,1
4039,\7570440,0,20,1,2,2
4040,P8598414,1,16,3,2,1
4041,[8617498,1,15,3,1,1
4042,B8367276,0,21,3,2,2
4043,I6117914,0,21,2,1,1
4044,L6634963,0,24,2,3,1
4045,>7780968,1,16,3,2,2
4046,[6517767,0,15,3,2,1
4047,D8759126,0,18,2,2,2
4048,D7530359,1,20,2,2,1
4049,K7080797,1,16,2,1,2
4050,?8916534,0,23,2,3,1
4051,Y6168093,1,23,1,3,1
4052,L6292226,0,16,3,3,2
4053,@6663577,0,23,2,3,2
4054,R9592526,0,23,1,1,2
4055,@9437528,1,23,3,1,2
4056,H9291634,0,21,2,3,2
4057,\9346238,0,16,3,1,2
4058,M9038958,0,17,3,2,1
4059,M7265831,1,25,1,1,2
4060,]6850384,0,24,1,3,2
4061,K9365444,1,17,3,3,1
4062,T6166577,0,22,1,3,1
4063,X6917109,0,22,3,3,1
4064,>68498,1,21,3,1,2
4065,C6560151,1,19,2,2,2
4066,K8579900,0,20,1,1,2
4067,K8261518,1,23,3,2,1
4068,T6349474,1,18,2,1,2
4069,F6391076,1,23,1,2,1
4070,X7237883,0,24,3,2,2
4071,H6194035,0,20,1,3,2
4072,D7272923,0,19,3,2,2
4073,L6694431,0,16,3,2,1
4074,W8318361,1,20,1,1,2
4075,N8547723,0,24,1,1,2
4076,Y67844,1,18,1,3,2
4077,X8342246,1,20,3,1,1
4078,A6767518,0,19,3,3,1
4079,W7976925,0,19,2,1,1
4080,Y9070944,1,19,2,1,1
4081,P7943984,0,25,3,1,2
4082,E6588215,1,19,3,1,2
4083,>9176086,1,18,2,3,2
4084,C7487705,0,23,2,2,1
4085,W9169420,1,16,3,1,2
4086,L693148,0,25,3,3,1
4087,H8222935,1,23,3,1,2
4088,J8346867,1,22,1,2,1
4089,J621502,1,20,3,2,2
4090,B8020744,0,19,2,1,2
4091,R9396811,0,24,1,2,2
4092,[8773138,0,19,2,2,2
4093,J8942769,0,18,3,1,1
4094,Q8333343,1,16,2,1,1
4095,G9216247,1,23,1,3,2
4096,F7359517,0,18,1,2,1
4097,?7298832,0,24,1,3,1
4098,B8584598,0,16,2,2,1
4099,O7265124,1,16,2,2,1
4100,F9398414,0,19,1,1,1
4101,>7642041,0,22,2,2,2
4102,O6966405,0,23,1,1,1
4103,V9145548,1,22,3,1,2
4104,T6459257,1,17,1,3,2
4105,B8028509,1,25,2,2,1
4106,>9031462,0,21,2,1,1
4107,@9084872,1,24,3,3,1
4108,L7385059,1,17,2,1,1
4109,E6093235,0,21,3,3,2
4110,J8748398,0,23,2,3,1
4111,O8162817,1,22,2,1,2
4112,A6964729,1,18,2,1,1
4113,X6482286,0,15,1,3,1
4114,E6372614,1,24,1,3,2
4115,V6184666,0,22,1,3,2
4116,?7073873,1,23,1,3,2
4117,\762407,0,17,2,3,1
4118,H6963344,1,18,1,2,1
4119,F8031057,1,21,3,1,2
4120,C6379883,1,22,3,2,1
4121,B6773956,0,21,1,3,1
4122,E8744509,1,20,3,2,1
4123,<6245483,0,21,2,1,1
4124,=7062907,0,25,2,1,1
4125,U8961992,1,24,1,2,1
4126,O6082494,1,16,3,3,1
4127,N9393234,1,18,3,2,2
4128,Y8624099,1,23,2,2,2
4129,E8431266,0,18,2,1,1
4130,<7439400,0,19,3,1,2
4131,_7725400,1,18,2,3,1
4132,D6329233,1,18,3,3,2
4133,V8733421,1,25,3,2,2
4134,R6153802,1,22,2,3,2
4135,D7520723,1,17,3,2,2
4136,=8173029,0,25,1,2,1
4137,N8473176,0,19,2,3,2
4138,<897802,0,15,3,2,2
4139,[8651318,0,16,1,1,2
4140,K6445163,1,18,2,2,1
4141,W9228571,0,16,3,1,2
4142,T9148669,1,19,2,3,1
4143,Z6621561,0,19,2,1,2
4144,A6134592,1,22,1,1,1
4145,G7910587,0,24,3,3,1
4146,C8760356,1,18,3,2,2
4147,S9072392,0,23,3,2,2
4148,J7124925,0,15,3,2,1
4149,?7244481,0,20,3,3,1
4150,]928213,1,22,3,2,1
4151,K9018853,0,23,1,3,2
4152,B805923,1,16,2,1,2
4153,S8332859,1,22,3,1,1
4154,]7724840,1,22,2,2,2
