userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
2492,1,20,3,3,2,1,0,1,1,0,3
2493,1,18,2,1,1,1,1,1,0,0,3
2494,1,22,3,2,2,1,1,1,1,0,4
2495,0,16,2,1,2,0,0,0,0,0,0
2496,0,21,3,1,2,0,1,0,1,0,2
2497,1,22,2,2,2,0,1,1,1,1,4
2498,1,17,3,2,1,1,1,1,1,1,5
2499,1,21,2,2,2,0,1,0,1,1,3
2500,0,23,3,2,1,0,0,1,0,0,1
2501,1,17,1,1,2,1,1,0,1,1,4
2502,1,16,1,1,1,0,1,0,1,1,3
2503,0,16,2,3,1,0,1,1,0,1,3
2504,0,25,1,3,2,1,0,1,0,1,3
2505,0,15,2,1,1,1,0,1,0,1,3
2506,0,18,1,2,1,1,1,1,0,1,4
2507,0,19,2,3,2,1,1,1,1,0,4
2508,0,23,3,1,1,1,0,0,0,1,2
2509,1,16,1,3,1,0,1,0,1,0,2
2510,0,23,2,3,2,1,0,0,0,0,1
2511,1,25,2,3,2,1,1,0,1,0,3
2512,1,18,2,1,1,1,0,0,0,1,2
2513,0,19,3,2,2,0,0,0,0,1,1
2514,0,22,2,1,2,1,1,0,1,0,3
2515,1,19,2,3,2,0,1,0,0,0,1
2516,0,23,2,2,2,1,0,1,0,1,3
2517,0,22,1,3,1,1,0,0,0,0,1
2518,0,17,3,3,2,1,0,0,1,0,2
2519,1,24,3,3,1,1,0,0,1,0,2
2520,1,19,2,1,1,1,1,1,0,0,3
2521,0,19,2,2,1,0,1,1,1,0,3
2522,0,19,3,1,1,0,0,0,1,0,1
2523,0,24,1,2,1,1,1,1,0,1,4
2524,1,20,1,3,2,0,0,0,1,0,1
2525,1,16,1,3,2,0,0,0,1,1,2
2526,0,15,1,1,1,0,1,0,0,1,2
2527,1,24,1,2,1,0,1,0,1,0,2
2528,0,25,3,2,1,1,0,1,0,1,3
2529,1,21,3,1,1,1,1,0,1,0,3
2530,0,22,3,3,2,1,0,0,0,0,1
2531,1,19,1,1,1,0,1,1,1,1,4
2532,1,16,2,1,1,0,1,0,1,0,2
2533,0,15,1,3,1,0,1,0,1,0,2
2534,1,23,3,1,1,0,0,0,1,1,2
2535,0,25,1,2,2,1,1,1,1,1,5
2536,1,19,2,3,1,0,1,0,0,1,2
2537,1,23,2,2,1,0,1,1,0,0,2
2538,1,17,3,3,1,0,1,1,0,1,3
2539,0,18,1,2,2,0,1,0,0,0,1
2540,0,22,3,2,2,0,1,1,0,1,3
2541,1,24,3,2,1,1,0,1,0,0,2
2542,1,22,2,2,2,0,1,0,0,0,1
2543,1,25,1,1,2,1,1,0,0,1,3
2544,0,24,2,3,2,0,0,1,1,0,2
2545,0,16,2,2,2,0,0,0,1,0,1
2546,0,15,2,3,2,0,0,1,0,0,1
2547,1,21,3,2,2,1,0,0,0,1,2
2548,1,16,1,2,2,0,0,1,1,0,2
2549,1,21,3,2,2,1,1,1,1,1,5
2550,0,25,3,2,1,1,0,0,0,1,2
2551,1,24,3,3,2,1,1,1,1,0,4
2552,0,22,1,1,2,0,1,1,1,0,3
2553,0,15,1,1,2,1,0,0,1,0,2
2554,1,25,3,1,1,1,1,1,0,0,3
2555,1,21,3,3,1,0,1,0,0,0,1
2556,0,15,2,1,1,1,0,0,0,0,1
2557,1,24,3,3,1,1,0,0,0,1,2
2558,0,23,2,3,2,0,0,1,0,0,1
2559,0,15,2,2,1,0,0,1,0,1,2
2560,1,15,1,2,1,0,0,1,1,1,3
2561,1,23,1,3,1,1,0,1,0,0,2
2562,0,21,1,1,1,0,0,1,0,0,1
2563,1,25,1,2,1,0,0,1,1,1,3
2564,0,23,3,1,1,0,1,1,1,0,3
2565,0,20,3,3,2,0,0,1,1,1,3
2566,0,25,2,2,1,1,0,1,0,0,2
2567,1,19,1,3,2,1,1,0,0,0,2
2568,1,20,2,1,1,1,0,1,1,0,3
2569,1,15,1,3,1,1,0,0,0,0,1
2570,1,20,2,3,1,1,0,1,0,1,3
2571,1,20,1,2,2,0,0,0,1,0,1
2572,1,25,2,1,2,0,1,0,1,0,2
2573,0,22,3,2,1,1,0,0,1,1,3
2574,0,16,2,3,1,1,0,0,1,1,3
2575,1,22,2,1,2,1,0,1,0,0,2
2576,1,19,2,3,1,0,0,0,1,0,1
2577,1,19,1,3,2,0,1,0,0,1,2
2578,1,18,3,1,2,0,0,0,1,0,1
2579,0,23,3,2,2,1,1,1,0,1,4
2580,1,20,1,3,2,0,0,1,0,1,2
2581,0,17,3,1,1,1,0,0,1,1,3
2582,0,15,2,1,1,0,1,1,1,0,3
2583,1,15,3,2,2,0,0,1,1,0,2
2584,1,18,3,1,1,1,0,0,0,0,1
2585,0,15,1,3,2,0,1,1,1,0,3
2586,0,17,3,1,1,0,0,0,0,1,1
2587,0,19,1,3,1,0,0,1,0,0,1
2588,0,25,1,1,1,0,1,0,1,1,3
2589,0,22,2,2,2,1,0,1,1,0,3
2590,0,19,3,2,1,0,1,1,0,1,3
2591,0,18,3,3,1,0,1,1,0,0,2
2592,0,23,3,3,1,0,0,0,0,0,0
2593,1,19,3,2,2,0,0,0,1,0,1
2594,0,19,2,3,1,0,1,1,1,0,3
2595,0,22,2,1,2,0,1,1,1,1,4
2596,0,18,1,1,2,1,1,0,0,0,2
2597,1,24,1,2,1,1,1,0,1,1,4
2598,0,21,3,2,1,1,0,1,0,0,2
2599,0,20,1,3,2,0,1,0,1,1,3
2600,0,22,2,1,2,1,1,1,1,0,4
2601,0,15,2,3,2,1,1,0,0,0,2
2602,0,21,3,1,1,0,1,0,0,0,1
2603,1,22,3,2,1,1,1,0,0,0,2
2604,1,21,3,1,1,0,0,0,0,1,1
2605,0,23,1,2,1,0,1,1,1,1,4
2606,0,19,3,3,2,0,1,1,1,1,4
2607,0,18,3,1,2,0,0,0,1,0,1
2608,1,15,1,2,1,1,0,0,1,0,2
2609,1,24,2,2,2,0,1,0,1,0,2
2610,1,17,3,2,1,1,1,0,0,0,2
2611,0,19,1,2,1,0,1,1,1,0,3
2612,1,20,3,2,2,0,0,0,1,0,1
2613,1,22,2,2,1,1,1,0,1,0,3
2614,1,25,2,3,1,0,0,1,0,0,1
2615,1,23,2,2,2,1,1,1,0,1,4
2616,1,24,1,2,2,1,0,1,0,1,3
2617,1,24,1,2,1,1,0,1,0,1,3
2618,1,24,2,1,1,1,1,0,0,1,3
2619,0,19,1,3,1,1,0,1,1,0,3
2620,1,18,1,1,1,0,1,0,1,1,3
2621,0,16,1,2,1,1,0,1,1,1,4
2622,0,25,2,1,1,1,1,1,0,0,3
2623,0,17,3,1,1,0,1,0,0,1,2
2624,1,16,3,3,1,1,0,1,0,1,3
2625,0,15,2,1,1,0,1,0,1,1,3
2626,0,23,3,3,2,1,1,1,0,1,4
2627,0,18,1,2,2,1,1,1,0,1,4
2628,0,17,2,2,1,1,0,0,1,0,2
2629,0,19,1,3,1,1,1,0,1,0,3
2630,0,19,2,2,2,0,0,1,0,0,1
2631,1,24,1,3,1,0,0,0,0,0,0
2632,0,15,1,2,2,1,0,1,0,1,3
2633,0,23,3,1,2,0,0,0,0,1,1
2634,0,21,1,1,2,1,0,1,0,0,2
2635,1,24,3,3,1,0,0,1,1,1,3
2636,1,25,2,1,1,0,1,0,0,0,1
2637,1,20,3,3,1,0,0,1,1,0,2
2638,0,25,3,2,2,1,1,0,0,1,3
2639,1,17,3,3,1,0,0,1,0,1,2
2640,1,20,2,2,2,0,1,1,0,1,3
2641,1,18,3,1,2,1,1,1,1,0,4
2642,0,18,2,2,2,0,1,0,0,0,1
2643,1,23,3,1,2,1,1,1,0,1,4
2644,1,18,2,1,2,0,0,1,1,1,3
2645,0,18,1,1,2,0,0,0,1,1,2
2646,0,15,1,2,2,0,1,0,1,1,3
2647,0,18,2,3,2,0,0,1,0,0,1
2648,0,20,3,2,2,0,0,1,1,0,2
2649,0,24,2,2,2,0,0,0,0,0,0
2650,0,21,3,1,1,0,0,1,1,0,2
2651,0,21,2,1,2,1,1,1,0,1,4
2652,0,23,1,1,2,1,1,0,1,0,3
2653,0,19,3,1,2,0,0,1,1,1,3
2654,1,19,1,2,1,0,0,1,1,0,2
2655,0,25,2,3,1,1,0,1,1,1,4
2656,1,17,2,3,2,1,0,0,1,1,3
2657,1,19,1,1,2,1,0,0,1,0,2
2658,1,21,2,2,1,0,1,0,1,1,3
2659,1,16,3,3,2,0,0,1,0,0,1
2660,0,15,2,2,1,1,1,1,1,1,5
2661,1,17,2,2,1,0,0,1,1,1,3
2662,0,20,2,1,2,0,1,0,0,0,1
2663,1,22,1,1,1,0,0,0,0,0,0
2664,0,21,2,3,1,1,0,1,1,0,3
2665,0,18,2,1,1,1,0,1,0,1,3
2666,1,22,2,2,1,1,0,0,1,1,3
2667,0,18,1,1,2,0,1,0,1,0,2
2668,0,23,2,2,2,0,0,0,1,1,2
2669,1,25,3,3,2,1,1,1,1,0,4
2670,1,25,1,1,2,0,1,0,1,1,3
2671,0,17,1,3,1,1,1,1,1,1,5
2672,0,24,3,3,2,0,0,0,0,1,1
2673,0,21,1,3,2,1,0,0,0,0,1
2674,1,19,3,3,1,1,0,1,1,0,3
2675,0,22,1,2,2,0,0,1,0,0,1
2676,0,23,2,1,2,1,1,0,0,0,2
2677,1,24,3,3,1,0,1,1,1,0,3
2678,0,17,3,1,1,1,1,0,1,1,4
2679,0,20,1,3,2,1,1,0,0,0,2
2680,1,21,3,1,2,0,1,1,1,0,3
2681,1,22,2,1,2,0,0,1,0,1,2
2682,0,19,1,3,1,0,1,1,0,0,2
2683,0,19,1,1,2,1,1,0,1,0,3
2684,0,17,1,1,2,1,0,0,1,0,2
2685,0,15,2,2,1,1,1,0,0,0,2
2686,0,19,3,3,1,0,1,1,1,0,3
2687,1,19,3,1,2,1,0,1,1,0,3
2688,1,23,2,2,1,1,0,0,0,1,2
2689,0,16,3,3,2,0,1,0,1,1,3
2690,1,20,3,2,2,0,1,0,0,1,2
2691,0,15,2,1,1,1,0,1,0,0,2
2692,0,22,1,1,1,0,1,0,0,1,2
2693,0,18,3,2,2,0,0,0,1,0,1
2694,1,19,2,2,1,0,0,1,1,1,3
2695,0,21,1,1,2,1,1,0,1,1,4
2696,0,19,1,1,1,0,0,1,1,1,3
2697,0,23,2,2,1,1,0,0,0,0,1
2698,0,22,1,1,2,1,1,0,0,0,2
2699,1,20,1,2,2,0,1,0,1,1,3
2700,0,18,3,1,2,0,0,0,0,1,1
2701,1,21,2,1,2,0,0,0,1,0,1
2702,0,20,2,3,2,0,0,1,1,1,3
2703,0,22,3,2,1,0,1,1,0,0,2
2704,0,22,2,3,2,1,0,1,0,1,3
2705,1,16,1,3,1,1,0,1,1,0,3
2706,1,17,1,1,1,1,1,0,1,0,3
2707,1,24,3,2,1,1,1,1,0,0,3
2708,0,19,1,1,2,1,1,1,1,1,5
2709,1,24,3,3,2,0,0,0,0,1,1
2710,1,24,2,1,1,0,1,0,1,0,2
2711,0,19,1,3,1,0,0,0,0,1,1
2712,0,19,1,1,1,0,1,0,1,1,3
2713,0,24,1,1,2,1,0,0,0,0,1
2714,1,19,2,1,1,1,0,1,0,0,2
2715,1,20,2,2,2,0,0,1,1,0,2
2716,1,21,2,1,2,0,0,1,1,1,3
2717,0,21,3,1,1,0,0,1,0,0,1
2718,0,18,1,3,1,0,1,1,0,0,2
2719,1,17,2,3,1,1,1,1,0,0,3
2720,1,18,3,2,1,1,0,0,0,0,1
2721,0,22,2,2,1,1,1,0,0,1,3
2722,0,22,3,2,1,0,1,1,0,1,3
2723,0,16,3,2,1,1,1,1,1,0,4
2724,0,24,3,1,1,1,0,1,1,0,3
2725,1,15,2,3,2,0,1,1,1,0,3
2726,0,23,1,1,2,0,1,1,0,1,3
2727,0,16,1,2,1,0,0,1,0,1,2
2728,0,19,2,3,1,1,0,1,0,0,2
2729,1,15,2,3,2,1,0,1,1,1,4
2730,0,25,2,1,2,1,0,1,0,0,2
2731,1,21,2,1,2,1,0,1,0,0,2
2732,0,21,1,2,1,1,1,0,1,1,4
2733,1,20,3,1,2,1,1,1,1,1,5
2734,0,18,1,3,2,0,1,1,1,1,4
2735,0,22,3,3,1,1,0,0,1,0,2
2736,0,19,2,1,1,1,0,1,0,0,2
2737,1,23,2,3,2,0,0,0,1,1,2
2738,0,19,2,3,1,1,1,0,0,1,3
2739,1,17,1,3,2,1,0,0,0,0,1
2740,0,25,1,1,2,0,0,0,1,1,2
2741,0,24,2,3,2,0,1,0,0,0,1
2742,1,17,3,3,1,1,1,1,1,1,5
2743,1,17,2,3,2,1,1,0,1,1,4
2744,0,24,2,1,2,1,0,0,0,0,1
2745,0,17,2,1,2,1,0,1,1,1,4
2746,0,20,2,1,1,1,0,1,0,1,3
2747,0,21,3,1,2,0,1,1,0,0,2
2748,1,19,2,2,2,0,0,0,1,0,1
2749,0,17,1,2,2,1,1,1,0,0,3
2750,1,22,1,3,1,1,1,1,1,0,4
2751,1,22,1,1,2,0,1,0,0,0,1
2752,1,19,3,1,1,0,0,0,1,0,1
2753,0,20,1,2,1,1,0,1,0,0,2
2754,0,18,1,2,1,0,1,0,0,0,1
2755,1,24,2,1,1,1,1,0,1,0,3
2756,1,20,2,1,2,1,1,1,0,0,3
2757,0,16,1,2,2,1,0,1,1,0,3
2758,0,15,3,3,1,0,1,1,0,1,3
2759,0,20,1,2,2,1,1,1,1,0,4
2760,1,15,1,3,1,0,0,0,0,0,0
2761,1,15,3,3,1,0,0,0,1,0,1
2762,1,21,3,2,1,1,1,1,0,0,3
2763,0,23,3,1,1,0,0,1,0,0,1
2764,1,16,1,2,2,1,0,0,1,0,2
2765,1,18,2,2,2,0,0,0,0,0,0
2766,0,20,3,1,2,1,1,0,0,1,3
2767,0,24,3,3,2,1,1,1,0,0,3
2768,1,22,2,2,1,1,0,1,0,0,2
2769,1,20,3,1,1,1,1,0,1,0,3
2770,1,19,1,3,2,1,1,0,0,1,3
2771,1,20,1,2,1,1,1,0,0,0,2
2772,0,23,2,2,2,0,1,0,1,1,3
2773,1,21,3,2,1,0,1,1,0,1,3
2774,0,20,3,3,1,1,0,1,0,0,2
2775,1,17,1,2,2,1,0,1,0,0,2
2776,0,23,2,2,1,1,0,1,1,1,4
2777,0,15,1,3,1,0,1,0,1,1,3
2778,1,19,1,3,2,1,0,1,0,0,2
2779,1,23,1,2,2,1,1,1,0,1,4
2780,1,20,2,1,2,0,0,1,0,0,1
2781,0,19,2,2,1,1,0,0,1,0,2
2782,0,18,1,2,1,0,0,1,0,0,1
2783,1,23,3,1,2,0,1,0,0,0,1
2784,0,19,3,3,1,1,0,1,0,1,3
2785,0,17,1,1,2,1,0,1,0,1,3
2786,1,15,1,1,1,0,0,0,1,1,2
2787,0,15,1,1,2,0,1,1,1,1,4
2788,1,20,1,2,2,1,1,0,0,0,2
2789,1,16,2,2,1,0,1,1,0,1,3
2790,0,24,3,1,1,0,0,1,0,0,1
2791,0,21,3,2,2,0,1,1,0,0,2
2792,0,19,3,2,1,1,1,0,0,0,2
2793,0,15,1,1,2,0,1,0,1,1,3
2794,1,21,2,2,2,1,1,1,0,0,3
2795,1,19,3,3,1,1,1,1,1,1,5
2796,0,15,3,2,1,1,0,0,0,1,2
2797,1,23,2,2,1,0,0,1,1,0,2
2798,0,23,2,3,2,1,0,0,0,1,2
2799,1,17,3,2,2,1,0,1,1,0,3
2800,0,18,1,2,2,0,0,0,1,0,1
2801,1,18,1,1,1,1,0,0,0,0,1
2802,1,21,1,2,2,1,1,1,1,0,4
2803,0,18,3,1,1,1,1,1,1,0,4
2804,0,19,1,2,2,0,0,1,1,1,3
2805,1,23,2,1,1,1,0,0,1,1,3
2806,0,15,3,2,1,0,1,0,1,0,2
2807,1,21,1,2,1,0,1,1,1,0,3
2808,0,18,2,2,1,1,1,1,1,0,4
2809,1,21,1,1,1,0,1,1,1,0,3
2810,1,16,1,2,2,0,0,1,0,0,1
2811,0,23,3,2,2,1,1,0,0,1,3
2812,0,18,1,2,2,0,1,0,0,1,2
2813,1,25,1,3,2,0,0,0,0,1,1
2814,0,20,3,1,1,1,0,1,0,0,2
2815,1,15,1,2,2,1,0,0,1,1,3
2816,0,21,2,2,2,0,1,1,0,0,2
2817,0,22,1,3,1,1,0,1,0,1,3
2818,0,20,2,3,1,1,1,0,1,1,4
2819,1,24,1,3,1,0,0,0,1,0,1
2820,0,15,2,2,1,1,1,1,0,1,4
2821,1,21,3,2,2,0,0,0,1,1,2
2822,1,15,2,2,2,0,1,0,0,1,2
2823,0,15,1,1,1,0,1,1,1,1,4
2824,1,22,3,1,2,0,1,0,0,0,1
2825,1,23,3,3,2,0,1,0,1,0,2
2826,0,23,1,2,2,1,0,0,1,0,2
2827,1,25,2,3,1,0,1,1,1,0,3
2828,0,20,1,3,2,1,1,0,0,1,3
2829,0,21,3,3,2,1,1,0,0,0,2
2830,0,15,1,2,2,0,1,0,1,1,3
2831,0,15,2,2,2,1,1,1,1,0,4
2832,0,23,1,2,2,0,0,0,0,1,1
2833,0,22,3,1,1,1,0,0,0,0,1
2834,0,24,3,1,2,1,0,1,0,0,2
2835,1,17,3,3,2,0,0,0,1,1,2
2836,0,16,1,3,2,1,1,0,0,1,3
2837,0,19,2,2,1,0,0,1,1,0,2
2838,1,23,1,3,2,1,1,1,0,0,3
2839,1,24,1,2,1,0,0,0,0,1,1
2840,0,20,2,3,1,1,1,1,0,1,4
2841,0,15,3,1,1,0,0,0,1,1,2
2842,0,20,1,3,2,0,1,1,1,1,4
2843,1,15,2,3,1,0,0,0,1,0,1
2844,1,22,1,2,1,0,0,1,1,1,3
2845,1,22,1,1,2,0,0,0,0,0,0
2846,0,23,1,2,2,1,0,0,1,1,3
2847,0,25,3,2,2,1,0,0,0,1,2
2848,1,16,2,2,1,0,1,0,1,0,2
2849,1,18,2,2,2,1,0,1,1,1,4
2850,1,17,1,1,2,0,0,0,1,0,1
2851,0,25,2,2,1,1,0,1,0,0,2
2852,1,20,1,2,2,1,0,0,1,0,2
2853,1,25,1,3,1,0,1,1,1,1,4
2854,0,20,2,2,1,1,0,1,0,0,2
2855,0,24,3,3,1,1,1,0,1,0,3
2856,0,24,1,1,2,1,0,1,0,1,3
2857,1,22,3,1,2,0,1,1,1,0,3
2858,1,16,1,2,1,1,0,1,0,0,2
2859,1,17,1,2,2,0,1,1,1,0,3
2860,1,25,1,2,2,1,0,0,0,0,1
2861,0,16,2,3,2,1,1,1,1,0,4
2862,0,23,2,1,2,0,1,1,0,1,3
2863,1,23,1,1,1,1,1,0,0,0,2
2864,0,21,3,1,2,1,1,0,1,0,3
2865,0,15,2,3,2,0,1,1,0,1,3
2866,0,23,3,1,2,1,0,0,0,0,1
2867,1,25,3,2,2,1,1,0,1,1,4
2868,1,23,2,1,1,1,1,1,1,1,5
2869,0,20,1,1,2,0,1,0,0,0,1
2870,1,25,2,3,1,1,0,1,0,1,3
2871,0,24,2,1,1,0,0,1,0,0,1
2872,0,22,1,3,2,0,1,1,1,1,4
2873,1,20,1,2,1,1,0,1,1,1,4
2874,0,22,3,1,2,1,1,1,0,0,3
2875,0,17,3,3,1,1,0,1,0,0,2
2876,1,24,3,1,1,0,1,0,1,1,3
2877,1,22,2,2,1,1,1,0,1,1,4
2878,0,16,2,3,1,1,1,0,1,1,4
2879,0,18,3,2,2,1,1,0,0,1,3
2880,1,20,3,3,1,0,1,1,0,0,2
2881,1,24,1,1,1,1,1,0,0,0,2
2882,0,20,1,3,1,0,0,0,0,0,0
2883,0,16,1,2,2,1,0,0,0,1,2
2884,0,19,1,2,1,1,0,0,0,1,2
2885,1,21,1,3,1,0,1,0,0,0,1
2886,0,20,1,2,2,1,0,0,1,1,3
2887,0,18,3,3,2,1,1,0,1,1,4
2888,0,25,2,3,2,0,1,1,0,1,3
2889,1,25,2,2,2,1,0,0,1,0,2
2890,1,20,2,3,1,1,1,0,1,0,3
2891,0,16,2,2,1,1,1,0,0,0,2
2892,1,25,1,1,1,0,1,0,1,0,2
2893,1,16,1,1,2,0,0,0,0,0,0
2894,1,23,3,2,1,0,1,0,0,0,1
2895,0,23,1,2,2,1,1,1,0,0,3
2896,0,22,1,2,2,1,1,1,1,0,4
2897,0,19,2,2,1,0,1,0,0,0,1
2898,0,20,3,3,1,0,0,1,1,0,2
2899,0,17,1,2,2,0,1,1,0,1,3
2900,0,17,3,3,1,1,1,0,1,0,3
2901,1,21,3,1,2,1,1,0,0,1,3
2902,0,15,1,2,2,1,0,1,1,1,4
2903,0,24,1,2,1,0,1,0,0,0,1
2904,0,25,1,2,2,1,1,0,0,0,2
2905,1,18,2,2,2,0,0,0,1,1,2
2906,1,22,1,1,2,1,1,0,0,0,2
2907,0,25,2,3,2,0,0,0,0,0,0
2908,1,22,3,2,2,0,0,0,1,1,2
2909,1,21,1,1,2,0,1,1,0,0,2
2910,1,24,1,1,1,1,1,0,0,1,3
2911,1,25,2,1,2,1,1,0,1,0,3
2912,0,20,1,3,2,1,1,0,0,1,3
2913,1,17,1,1,1,0,0,0,0,1,1
2914,0,25,1,1,1,0,1,1,0,0,2
2915,1,16,2,3,2,0,1,0,1,0,2
2916,0,16,2,1,1,0,0,0,1,1,2
2917,1,19,3,1,2,1,0,0,0,0,1
2918,0,22,3,3,2,1,0,1,0,1,3
2919,0,19,1,2,1,0,0,1,0,1,2
2920,0,15,3,1,2,0,1,0,1,1,3
2921,1,16,3,3,2,1,1,1,1,0,4
2922,0,20,2,1,1,1,1,1,1,1,5
2923,0,20,3,1,1,0,1,1,1,0,3
2924,1,24,2,3,1,0,0,1,1,1,3
2925,0,21,1,1,1,1,0,0,1,0,2
2926,0,24,2,1,2,0,0,0,1,0,1
2927,1,18,2,3,1,1,0,1,0,0,2
2928,1,16,3,2,1,0,1,1,0,0,2
2929,0,17,2,2,2,1,1,0,1,0,3
2930,1,20,3,2,2,1,0,0,1,1,3
2931,0,24,3,3,2,0,1,1,0,0,2
2932,0,19,3,1,1,0,0,1,1,0,2
2933,0,16,1,3,1,1,0,1,1,1,4
2934,1,25,3,1,1,1,1,1,0,0,3
2935,0,18,2,3,1,1,0,0,1,0,2
2936,0,15,1,2,1,0,1,1,1,1,4
2937,1,21,3,2,1,1,1,0,0,1,3
2938,0,23,1,2,2,1,0,1,0,1,3
2939,1,23,3,3,2,1,1,0,1,0,3
2940,0,16,1,3,1,0,1,0,0,0,1
2941,1,15,1,1,2,1,0,1,0,1,3
2942,0,24,3,3,1,1,0,0,1,0,2
2943,1,24,2,3,2,0,0,1,1,1,3
2944,1,15,2,2,2,0,0,1,0,1,2
2945,1,17,2,1,2,0,0,0,1,1,2
2946,0,20,2,2,1,0,1,0,1,0,2
2947,0,22,1,1,2,0,0,1,1,0,2
2948,1,23,1,1,1,1,1,0,1,1,4
2949,1,17,3,3,2,1,0,0,1,0,2
2950,0,18,1,1,2,0,1,0,0,0,1
2951,1,18,3,1,2,1,1,1,1,1,5
2952,0,23,3,1,1,0,0,1,0,0,1
2953,1,20,1,1,1,0,1,0,1,1,3
2954,1,21,1,3,2,1,1,1,1,0,4
2955,1,25,1,1,2,0,1,1,1,1,4
2956,1,15,1,3,2,0,1,0,0,0,1
2957,0,25,3,1,1,1,1,1,0,0,3
2958,1,24,2,2,1,1,0,1,1,1,4
2959,1,21,3,3,1,0,1,0,1,1,3
2960,1,24,3,3,1,1,0,1,0,1,3
2961,1,18,3,2,1,0,0,0,1,0,1
2962,1,25,2,1,1,1,0,0,1,0,2
2963,1,19,1,1,1,1,1,0,0,0,2
2964,1,22,2,2,1,0,1,0,0,1,2
2965,0,17,2,2,1,0,0,0,1,1,2
2966,0,21,1,3,1,0,0,1,1,0,2
2967,1,25,3,3,2,1,0,0,0,0,1
2968,0,22,1,1,1,1,1,0,0,0,2
2969,1,17,1,2,1,1,0,0,0,1,2
2970,0,16,1,2,2,1,0,1,0,1,3
2971,0,16,2,3,1,0,1,1,1,1,4
2972,1,17,1,3,2,1,1,0,0,0,2
2973,1,22,2,3,2,1,0,0,0,0,1
2974,1,17,1,3,1,1,0,1,1,0,3
2975,1,19,2,3,1,1,0,1,0,0,2
2976,1,24,3,3,1,1,0,1,0,1,3
2977,1,23,1,3,1,0,0,0,1,0,1
2978,1,15,1,1,2,0,0,0,0,1,1
2979,1,19,3,1,1,1,0,0,0,0,1
2980,0,22,1,3,1,1,0,0,1,1,3
2981,1,24,3,2,2,1,1,0,0,1,3
2982,0,23,1,1,1,1,0,0,1,0,2
2983,1,19,2,2,2,0,0,0,1,0,1
2984,0,20,2,1,1,1,1,0,0,0,2
2985,1,21,2,3,2,1,1,0,1,0,3
2986,0,18,1,2,2,0,0,1,1,0,2
2987,1,21,3,2,2,0,1,0,0,0,1
2988,1,17,2,3,2,1,1,0,0,0,2
2989,0,23,3,2,2,0,0,0,0,1,1
2990,1,16,1,1,2,0,1,1,0,0,2
2991,0,23,3,3,2,1,0,0,0,1,2
2992,1,15,3,3,2,0,1,0,0,1,2
2993,1,21,1,2,1,0,0,1,0,1,2
2994,0,22,3,1,2,0,0,1,0,1,2
2995,1,25,2,3,1,0,1,1,1,1,4
2996,1,23,2,1,1,0,0,0,0,0,0
2997,1,24,2,3,1,1,1,1,0,1,4
2998,0,16,1,1,2,0,0,0,1,1,2
2999,0,18,3,3,2,0,1,1,1,0,3
3000,0,23,2,1,2,1,0,0,0,0,1
3001,1,21,3,2,2,1,1,1,0,0,3
3002,0,22,3,1,1,1,1,0,0,1,3
3003,0,17,1,2,2,1,0,0,1,1,3
3004,0,23,2,2,1,1,0,1,0,0,2
3005,0,20,2,2,1,0,1,1,0,0,2
3006,0,24,2,1,2,1,0,1,1,1,4
3007,0,20,2,2,2,1,0,1,1,0,3
3008,1,15,1,3,2,1,0,0,1,0,2
3009,0,24,1,1,1,1,1,1,1,0,4
3010,0,22,1,1,2,0,0,1,1,0,2
3011,0,25,3,3,1,1,1,0,1,1,4
3012,0,15,1,3,1,1,0,1,0,1,3
3013,0,19,2,3,2,1,0,0,1,1,3
3014,0,22,2,1,2,1,0,1,0,0,2
3015,1,15,1,1,1,0,0,0,0,0,0
3016,1,23,1,2,2,0,1,1,0,0,2
3017,0,22,2,3,2,1,0,0,1,0,2
3018,0,25,1,2,2,0,0,0,1,0,1
3019,1,18,1,1,1,0,1,0,1,0,2
3020,0,16,2,2,2,1,0,0,1,1,3
3021,0,18,3,1,1,0,0,1,0,0,1
3022,0,23,1,1,2,1,0,1,0,0,2
3023,0,21,3,3,1,0,0,0,1,0,1
3024,0,18,1,1,2,1,1,0,1,0,3
3025,0,17,2,2,2,0,0,1,1,1,3
3026,0,21,3,2,1,0,0,1,0,1,2
3027,0,22,2,3,2,1,0,0,1,1,3
3028,1,16,3,2,2,0,1,1,0,0,2
3029,1,16,3,1,2,1,1,0,1,1,4
3030,0,24,3,2,2,1,1,1,0,1,4
3031,1,21,2,2,2,1,1,0,1,0,3
3032,1,24,2,2,1,1,0,1,1,0,3
3033,0,20,1,3,2,1,1,0,0,0,2
3034,0,15,1,3,2,0,0,0,0,0,0
3035,1,19,3,1,1,1,0,0,1,1,3
3036,1,21,3,2,1,0,0,1,1,1,3
3037,1,20,1,1,2,1,0,0,1,0,2
3038,1,20,1,2,1,1,0,0,1,1,3
3039,0,15,2,2,1,0,1,1,0,1,3
3040,0,23,3,2,1,0,0,0,0,1,1
3041,1,19,2,1,1,0,0,0,1,1,2
3042,0,22,2,2,1,0,0,0,1,0,1
3043,0,19,2,3,1,1,0,0,0,0,1
3044,1,20,1,3,2,1,0,1,0,0,2
3045,0,19,2,1,2,0,1,1,1,0,3
3046,1,21,3,1,1,1,0,0,1,0,2
3047,0,15,3,2,1,1,0,1,1,0,3
3048,0,22,2,1,1,0,1,0,1,0,2
